work	n_chunks	median	p25	p75	title
SA_GS40_rajnighu	68	829	583	1010	Rājanighaṇṭu [Nighaṇṭurāja, Abhidhānacūḍāmaṇi]
SA_T13_davyasou	2	829	795	863	Yaśodharācarita
SA_K14_svabhupu	36	829	701	952	Svayambhu Purāṇa
SA_T02_n2974u	1	830	830	830	Munimatālaṁkāra
SA_GSP30_utipk_pu	9	831	784	891	Īśvarapratyabhijñāvṛtti
SA_GR14_krdipc_u	61	831	713	973	Kramadīpikā
SA_MB_stutikusumaanjaliHK	65	832	735	967	jagaddhara bhaṭṭa: stutikusumāñjali
SA_GSP33_yamgaspu	1	832	832	832	Gītārthasaṅgraha
SA_MB_jnaanaratnaavaliiHK	119	833	680	949	jñānaśiva: jñānaratnāvalī
SA_MB_ahirbudhnyasamhitaVol1HK	59	833	713	921	Unknown: ahirbudhnya saṃhita Volume 1
SA_T04_ksmadhlu	49	833	773	941	Madhyamakāloka
SA_GSD36_ys-99_pu	2	833	822	845	Laghuyamasmṛti
SA_T10_cansisy2	3	837	796	922	Śiṣyalekha (alternate)
SA_MB_kularnavaHK	43	838	722	932	Unknown: kulārṇavatantra
SA_T04_tatpa	247	838	787	878	Tattvasaṃgrahapañcikā
SA_T01_n838u	1	839	839	839	Ṣaṭtriṃśatsaṃvarastuti
SA_MB_nisvasakarikatantramHK	62	840	543	994	Unknown: niśvāsakārikā
SA_GK16_rajkmimu	30	840	821	862	Kāvyamīmāṃsā
SA_T01_nagast_u	1	840	840	840	Acintyastava
SA_MB_asesakulavallariHK	3	841	725	872	gaṇananāthabhaṭṭa: aśeṣakulavallarī
SA_MB_siddhilasmiikotyahutidinakrtyaHK	29	841	629	943	Unknown: siddhilakṣmīkoṭyāhutidinakṛtya
SA_T02_Jñānacandra_Mahāsukhaprakāśikā-Tattvajñānasaṃsiddhi_DharmodayaSabha_1956	5	841	840	1143	
SA_T01_n871u	1	841	841	841	Nāmāṣṭaśatakaya
SA_MB_mantrakosaHK	55	841	740	895	āśāditya tripāṭhi: mantrakoṣa
SA_GSP33_ramgbhpu	64	841	695	984	Bhagavadgītābhāṣya
SA_GS40_caraka_u	47	841	693	942	Carakasaṃhitā
SA_GSP27_yogva	268	841	733	941	Yogavasiṣṭha
SA_GSP31_kestprau	2	844	753	935	Sāṃkhyatattvapradīpikā [Sāṃkhyārthatattvapradīpikā]
SA_T11_dhnyabpu	61	845	790	926	Nyāyabinduprakaraṇa
SA_GK19_appvairu	2	845	796	895	Vairāgyaśataka
SA_T14_n1282u	2	846	739	952	Pratimālakṣaṇavivaraṇa
SA_MB_Pranatosini_3_ArthaKandaHK	50	846	686	988	rāmatoṣaṇa compiler: prāṇatoṣiṇī arthakāṇḍa
SA_MB_bhuvanesvarimahastotramHK	47	846	677	1007	pṛthavīdharācārya: bhuvaneśvarīmahāstotra
SA_MB_kriyasaraHK	55	847	687	1049	nīlakaṇṭha: kriyāsāra volume 1
SA_T02_sunytjsu	2	849	793	904	Tattvajñānasaṃsiddhi [Tatvajñānasaṃsiddhi]
SA_T02_n2984u	23	849	819	912	Caryāsaṃgraha
SA_K12_Āgama-Kamalanātha_Hevajratantra-Ratnāvalī_Conlon_2023	54	850	717	944	
SA_GSP28_prakp13u	8	850	826	979	Prakaraṇapañcikā: Prakaraṇa 13, Paricchedas 1 & 2
SA_MB_saaktaanandataramginiiHK	52	850	734	986	brahmānandagiri: śāktānandataraṅgiṇī
SA_T11_dhksparu	2	850	839	862	Sambandhaparīkṣā
SA_GR13_bhnstcpu	3	850	849	905	Stavacintāmaṇi
SA_T02_n2910u	8	851	828	900	Ādikarmapradīpa [Ādikarmapradīpa Bodhicaryāvatāraṭīkā]
SA_GR13_gorst2pu	2	851	748	954	Gorakṣaśataka
SA_MB_AnandatantramHK	39	852	651	919	Unknown: ānandatantra
SA_GS41_phaladipika	30	852	755	909	Phaladīpikā
SA_GSP28_prakp04u	5	854	777	871	Prakaraṇapañcikā: Prakaraṇa 4
SA_T02_n1399u	3	854	850	942	Kāṇhapādasya dohākoṣa
SA_MB_kakacandesvarimataHK	14	854	713	958	Unknown: kākacaṇḍeśvarīmata
SA_MB_kalaagniyajnavidhiHK	14	855	811	978	Unknown: kālāgniyajñavidhi
SA_T11_bsa0554u	3	855	833	910	Avayavinirākaraṇa
SA_MB_taaraarahasyavrttikaaHK	26	857	732	953	Unknown: tārārahasyavṛttikā
SA_GSP29_vnyps11u	4	858	748	939	Nyāyapariśuddhi: Adhyāya 1.1
SA_MB_mahaalak.smiipuujaavidhiHK	2	858	742	975	Unknown: mahālakṣmīpūjāvidhiḥ
SA_T11_samtasi	1	859	859	859	Saṃtānāntarasiddhi
SA_MB_saktisutramHK	13	859	740	1003	Unknown: śaktisūtra
SA_MB_srividyarnavatantramHK	281	859	709	976	śrīvidyāraṇyayati: śrīvidyārṇavatantra
SA_K12_Āgama_Mahāmāyātantra_Damron_2014	11	862	791	947	
SA_GR13_pasupbhu	36	863	698	948	Pāśupatasūtra
SA_T01_n2888u	1	864	864	864	Dvādaśakāranayastotra
SA_T11_kgpramv	187	865	817	921	Pramāṇavārttikavṛtti Commentary
SA_MB_sivasamhita-HK	13	865	727	945	Unknown: śivasaṃhita
SA_T11_prpva	128	865	812	925	Pramāṇavārttikālaṃkara
SA_MB_varahitantramHK	108	865	660	1026	Unknown: vārāhītantra
SA_MB_cidgaganacandrika-HK	7	865	720	944	śrīvatsa: cidgaganacandrikā
SA_T02_Kamalanāntha_Hevajratantra-RatnāvalI_Conlon_2023	56	866	754	973	
SA_GK19_ksbhm17u	1	867	867	867	Bhāratamañjarī: 17. Mahāprasthānikaparvan
SA_GK19_dhoypavu	4	868	829	930	Pavanadūta
SA_GV05_agsas_3u	6	869	709	992	Āgamaśāstra 3: Advaitaprakaraṇa
SA_GR13_somsv_u	1	869	869	869	Śāktavijñāna
SA_GSP30_spandkau	1	869	869	869	Spandakārikā
SA_GP12_kurmp2_u	57	869	774	942	Kūrma-Purāṇa 2
SA_GR13_parakspu	9	870	784	900	Paraśurāma-Kalpasūtra
SA_GSD36_ys-78_pu	2	870	846	894	Yamasmṛti
SA_GSP33_yamss_pu	5	871	707	897	Saṃvitsiddhi
SA_T01_n817u	1	872	872	872	Avalokiteśvarastotra
SA_T02_narsekou	4	872	789	948	Sekoddeśa [Sekoddeśaṭikā]
SA_GE07_bhg4c11u	16	873	769	959	Bhagavadgītā 11
SA_GSP33_brsvbh4u	13	875	734	1092	Brahmasūtra: Adhyāya 4
SA_T07_n797u	16	875	810	990	Subodhālaṅkāra
SA_MB_mantradaanavidhiHK	1	877	877	877	Unknown: mahādānavidhiḥ
SA_T11_bsa057_u	3	878	752	893	Nyāyabindu Prakaraṇakārikā
SA_T02_Abhayākaragupta_Buddhakapālatantra-Abhayapaddhati_Chog_2009	22	879	754	962	
SA_MB_SriikarabhaashyacombinedHK	217	880	527	1069	śrīpati: śrīkarabhāsya
SA_MB_dhyanaratnavaliHK	38	881	659	1114	Unknown: dhyānaratnāvali
SA_GSP33_brssgo1u	121	882	442	1040	Brahmasūtra: Adhyāya 1
SA_GK20_harnagau	4	883	863	886	Nāgānandanāṭaka
SA_GK19_padnscpu	34	884	787	953	Navasāhasāṅkacarita
SA_MB_ksurikopanisatHK	1	884	884	884	Unknown: kṣurikopaniṣat
SA_MB_sivadharmaHK	30	884	689	947	Unknown: śivadharma
SA_GR14_dhyrkk_u	4	884	783	960	Rādhākṛṣṇāṣṭakālīyalīlāsmaraṇakramapaddhati
SA_MB_gurustutiratnavaliHK	2	886	866	906	govindakaula: gurustutiratnāvalī
SA_MB_unmattabhairavaHK	4	887	868	919	Unknown: unmattabhairava
SA_GR13_mrgt1mpu	9	887	842	915	Mṛgendrāgama [Mṛgendratantra]: 1. Vidyāpāda
SA_GE09_ram_03pu	42	887	831	923	Rāmāyaṇa: 3. Araṇyakāṇḍa
SA_T11_rvadrahu	21	888	828	944	Vādarahasya [Udayananirākaraṇa]
SA_MB_diiksaapaddhatiHK	43	888	815	981	Unknown: dīkṣāpaddhati
SA_T04_tat	22	888	833	917	Tattvasaṃgraha
SA_GP12_sivap7_u	85	889	782	965	Śiva-Purāṇa 7 [Vāyavīya-Saṃhitā]
SA_MB_purascaryaarnava-I-HK	75	889	719	1042	Unknown: puraścaryārṇava volume 1
SA_MB_BrahmayamalaHK	38	889	759	1081	Unknown: brahmayāmala
SA_GP12_vd3343pu	10	890	738	1055	Viṣṇudharmottara-Purāṇa
SA_T02_n1416u	3	891	854	1012	Caryāgītikoṣa
SA_GSP28_prakp12u	2	891	856	926	Prakaraṇapañcikā: Prakaraṇa 12
SA_GK17_kvrtrsuu	17	891	719	965	Vṛttaratnākara
SA_GSD36_brhasppu	27	891	708	1020	Bṛhaspatismṛti: Vyavahārakāṇḍa
SA_GK19_ramodtpu	5	892	655	926	Rāmodanta
SA_T01_n894u	1	893	893	893	Mahogratārāṣṭakastotra
SA_MB_Tararahasyavrtti2HK	33	893	785	1058	brahmānanda: tārārahasyavṛtti 2
SA_MB_vimalavatiitantraHK	49	893	793	967	vimalaśiva: vimalāvatītantra
SA_MB_vyomavyaapistavaHK	9	894	870	942	bhaṭṭarāmakaṇṭha: vyomavyāpistava
SA_MB_kamakalavilasaHK	17	894	371	1176	puṇyānanda: kāmakalāvilāsa
SA_T02_n2918u	2	894	837	951	Tattvaratnāvalī
SA_GK19_ksbhm09u	2	895	844	945	Bhāratamañjarī: 9. Śalyaparvan
SA_T06_bsa017_u	1	895	895	895	Tattvaratnāvaloka [Tattvaratnāloka]
SA_GK20_rmc1-3pu	7	895	884	901	Rāmacaritamahākāvya 1–3
SA_GV05_agsas_4u	9	897	767	964	Āgamaśāstra 4: Alātaśāntiprakaraṇa
SA_MB_candrajnaanaagamaHK	25	897	739	1000	Unknown: candrajñānāgama vīraśaiva rescension
SA_GK20_ruysahlu	1	897	897	897	Sahṛdayalīlā
SA_GR14_prakassu	34	897	811	953	Prakāśa-Saṃhitā [Pāñcarātra-Saṃhitā]
SA_GR14_sdahen_u	33	897	613	1057	Daśavidhahetunirūpaṇa
SA_MB_ucchistacandaaliniikalpaHK	2	898	889	906	Unknown: ucchiṣṭacāṇḍālinīkalpa
SA_GK19_akadambu	18	898	875	908	Kādambarīkathāsāra
SA_T01_n845u	1	898	898	898	Hāratīstotra
SA_GSP29_nyaka	60	899	763	1015	Nyāyakalikā
SA_MB_tantrabhidanaHK	101	899	746	1009	Unknown: tantrābhidhāna
SA_MB_vaarunapaddhatiHK	83	900	751	1018	varuṇaśivācārya: vāruṇapaddhati
SA_GP10_bhpc101u	11	900	850	947	Bhāgavata-Purāṇa 10, 29–33
SA_MB_mandalabraahmanopanisaHK	6	901	789	1010	Unknown: maṇḍalabrāhmaṇopaniṣat
SA_GK19_damkuttu	21	901	822	946	Kuṭṭanīmata
SA_MB_diiksaadarsaHK	89	901	761	1052	vedajñāna: dīkṣādarśa
SA_GK19_lnksivsu	1	902	902	902	Śivastuti
SA_GK19_bhall_pu	3	903	897	911	Bhallaṭaśataka
SA_GR13_jssivppu	1	903	903	903	Jñānaśambhu: Śivapūjāstava
SA_GR13_sivmstpu	2	904	877	930	Śivamahimnastava
SA_MB_kalikalpalataHK	17	904	773	1030	vimarśānandanātha: kālīkalpalatā
SA_GE07_bhg4c14u	10	905	874	987	Bhagavadgītā 14
SA_T01_n2925u	2	905	902	908	Dharmadhātustava
SA_GK19_bahcarpu	1	905	905	905	Harṣacarita: Pariśiṣṭa
SA_MB_ahirbudhnyasamhitaa2HK	48	905	754	979	Unknown: ahirbudhnya saṃhita Volume 2
SA_MB_yogacudamanyupanisatHK	6	906	828	1008	Unknown: yogacūḍāmaṇyupaniṣat
SA_GSP33_samkaubh_u	14	908	866	921	Kaṭhopaniṣadbhāṣya
SA_MB_gitarthasamgrahaHK	36	908	750	1008	Unknown: bhagavadgītā
SA_T11_jithettu	4	908	801	1055	Hetutattvopadeśa
SA_GE07_bhg4c10u	13	908	808	966	Bhagavadgītā 10
SA_MB_SAMBANDHASIDDHIHhk	3	910	865	941	utpaladeva: sambandhasiddhi
SA_MB_kalottaratantraHK	57	910	724	1048	Unknown: kāllotara
SA_GSP30_bodhpanu	1	910	910	910	Bodhapañcadaśikā
SA_GK16_dkavy12u	10	911	821	991	Kāvyādarśa
SA_MB_sivadharmottaraHK	30	911	789	1049	Unknown: śivadharmottara
SA_T07_vabhdilu	9	912	736	994	Abhidharmadipakārikā
SA_MB_Sritattvacintamanii_16-End_HK	76	913	771	1152	pūrṇānanda: tattvacintāmaṇi chapters 16 thru end
SA_GP10_bhp_01u	17	913	902	934	Bhāgavata-Purāṇa 1
SA_GK16_mamkprku	3	913	894	913	Kāvyaprakaśa
SA_GP12_kurmp1_u	66	913	811	1052	Kūrma-Purāṇa 1
SA_GSP30_timudghu	8	913	749	1096	Timirodghāṭana
SA_T01_n814u	1	915	915	915	Avalokiteśvarāṣṭakastotra
SA_K01_bsu058_u	31	917	683	1065	Vinayasūtra [1: Pravrajyāvastu]
SA_T02_Munidatta_Caryāgītikoṣa_Bagchi_1956	22	917	791	1018	
SA_T02_Dharmākaraśānti_Kālacakrabhagavatsādhanavidhi_Dhīḥ_1997	8	919	878	1036	
SA_MB_saandilyopanisatHK	9	920	846	986	Unknown: śāṇḍilyopaniṣat
SA_T11_bsa072_u	16	920	786	1015	Tarkabhāṣā
SA_GSP29_snyayvpu	29	921	855	970	Nyāyāvatāra
SA_MB_NityatantraHK	4	921	723	1084	Unknown: nityākaulatantra
SA_MB_kamalanamniHK	133	922	845	1005	prāṇamañjarī: kāmyakarmakamalā
SA_MB_saivakaalavivekaHK	40	922	609	1204	Unknown: śaivakalāviveka
SA_T16_tarkrsau	31	922	838	1030	Tarkarahasya
SA_T06_bsa022_u	1	923	923	923	Viṃśatikā vijñaptimātratāsiddhi [Viṃśikāvṛtti] kārikā
SA_MB_kuladiipikaaHK	17	923	878	1103	tryambakabhaṭṭaraka: kuladīpikā
SA_GK19_aghatkvu	5	924	917	935	Ghaṭakarparakāvya
SA_MB_kaamaakhyaatantraHK	9	927	845	1042	Unknown: kāmākhyātantra
SA_T01_tarasdhu	2	927	876	979	Tārāsragdharāstotra
SA_GSP28_prakp11u	19	928	800	1029	Prakaraṇapañcikā: Prakaraṇa 11, Paricchedas 1 & 2
SA_GSP33_vacbhamu	172	929	768	1074	Bhāmatī
SA_GSP28_prakp01u	4	930	870	971	Prakaraṇapañcikā: Prakaraṇa 1
SA_T06_bsa023_u	1	930	930	930	
SA_MB_umasamhitaHK	29	930	772	1079	Unknown: umāsaṃhitā
SA_GSP33_samkupad_u	21	930	920	960	Upadeśasāhasrī
SA_T02_n2982u	5	931	834	951	Mañjuvajramukhyākhyāna
SA_GSP28_prakp02u	1	931	931	931	Prakaraṇapañcikā: Prakaraṇa 2
SA_MB_ParaatrisikaavivrttiHK	4	931	839	1010	rājānakalakṣmirāma: parātriśikāvivṛti
SA_GSP30_bhairstu	1	932	932	932	Bhairavastava
SA_GE07_hv_apppu	244	933	865	1033	Harivaṃśa (appendix)
SA_GP12_agp_bi_u	326	934	734	1108	Agni-Purāṇa
SA_MB_brahmavidyaopanisatHK	6	934	789	1050	Unknown: brahmavidyopaniṣat
SA_GK19_ksbhm15u	2	935	894	975	Bhāratamañjarī: 15. Āśramavāsikaparvan
SA_GSP33_bhgsbh	73	935	921	950	Bhagavadgītābhāṣya
SA_T04_n1002u	1	935	935	935	Hastavālaprakaraṇavṛtti
SA_GSD36_sa_vijJAnezvara-mitAkSarA	245	936	770	1123	Mitākṣarā
SA_GR14_dhyggs_u	12	936	683	1140	Gauragovindārcanasmaraṇapaddhati
SA_GSP33_madhanuu	39	936	837	1083	Anuvyākhyāna
SA_GP12_sivap1_u	32	937	829	1073	
SA_T02_Rāmapāla_Sekanirdeśapañjikā_Isaacson-Sferra_2014	17	938	755	994	
SA_GK16_simhrsku	20	939	782	998	Rasārṇavasudhākara
SA_MB_satsahasrakalottaragamaHK	48	940	769	1103	Unknown: ṣatṣahasrakālottarāgama
SA_K12_namekvsu	1	942	942	942	Namaskāraikaviṃśatistotra [Namastāre-ekaviṃśatistotraguṇasahita/Tārā-ekaviṃśatistotra]
SA_GSP30_parmartu	2	942	910	974	Paramārthasāra
SA_GS24_samanv_u	5	942	893	1096	Samanvayadiś
SA_GSP28_mimsvtku	145	942	929	954	Mīmāṃsāślokavārttikakāśikā
SA_GSP30_parypanu	1	942	942	942	Paryantapañcāśikā
SA_MB_laksmiitantramHK	101	944	751	1106	Unknown: lakṣmītantra
SA_GSP28_durdhpru	118	945	933	954	Dharmottarapradīpa
SA_MB_aagamapraamaanyamHK	24	945	850	1028	yāmunāchāryaswāmin: āgamaprāmāṇya
SA_GSP30_abhiprvu	50	946	936	962	Īśvarapratyabhijñāvimarśinī
SA_GSP29_nyamanu	155	946	931	960	Nyāyamañjari
SA_GSP30_vamjanmu	4	946	900	1018	Janmamaraṇavicāra
SA_GSP30_partrvpu	26	947	940	967	Parātriṃśikāvivaraṇa
SA_GSP30_tantralu	117	947	932	964	Tantrāloka
SA_GSP30_abhmal1u	22	948	934	964	Mālinīślokavārttika: Kāṇḍa 1
SA_GSP30_aparmyou	17	948	944	956	Paramārthasāra
SA_GSP30_abhtantu	14	949	930	967	Tantrasāra
SA_GSP30_ksembodhv_u	1	950	950	950	Bodhavilāsa
SA_GSP30_anuttaru	1	952	952	952	Anuttarāṣṭikā
SA_GSP30_kramstou	1	952	952	952	Kramastotra
SA_GS40_grasht_u	49	952	880	1017	Rasahṛdayatantra
SA_MB_maliniijayavartikaHK	33	952	904	1025	abhinavagupta: mālinīvijayavārtika
SA_GSP30_vamsbum_u	1	953	953	953	Svabodhodayamañjārī
SA_GK16_udkassku	2	954	917	991	Kāvyālaṃkārasārasaṃgraha
SA_MB_natyrasatrav2HK	99	954	804	1071	Unknown: nāṭyaśāstram Vol. 2
SA_T02_Vibhūticandra-Raviśrījñāna_Amṛtakaṇikoddyotanibandha_Lal_1994	58	954	835	1129	
SA_GSP30_abhmal2u	7	955	940	967	Mālinīślokavārttika: Kāṇḍa 2
SA_GK16_kunvjivu	56	955	939	979	Vakroktijīvita
SA_T02_n2934u	7	955	874	1031	Abhayapaddhati
SA_MB_IISVARASIDDHI_hk	6	956	898	1051	utpaladeva: īśvarasiddhi
SA_MB_mrgendravrttidiipikaHK	2	958	914	1001	aghoraśivācārya: mṛgendravṛttidīpikā
SA_GSP31_bhgank_u	7	958	950	999	Gaṇakārikā 1
SA_GK16_mamkpb_u	34	959	899	1010	Kāvyaprakaśa
SA_GR14_hbhvil_u	120	959	775	1127	Haribhaktivilāsa 1–11
SA_GSP33_vivcud_u	17	960	947	975	Vivekacūḍāmaṇi
SA_GK19_ghatgu_u	9	960	877	995	Gūḍhārthadīpikā
SA_MB_anuttaraprakasapancasikaHK	1	962	962	962	ādyanātha: anuttaraprakāśapañcāśikā
SA_T01_n909u	1	962	962	962	Vajrayoginyāḥ piṇḍārthastutiḥ
SA_GS40_anandk_u	133	963	811	1145	Ānandakanda
SA_MB_sivaarcanacandrikaaHK	38	964	881	1110	appayadīkṣita: śivārcanacandrikā
SA_GK16_udkass_u	25	964	870	1081	Kāvyālaṃkārasārasaṃgraha
SA_GR13_saulahpu	4	964	951	995	Saundaryalaharī
SA_T01_busto1_u	7	964	790	1055	Anaparāddhastotra
SA_GSP29_nyapra	14	965	896	1085	Nyāyaprakāśa
SA_T01_n907u	1	965	965	965	Vajravilāsinīstotra
SA_GS41_surysidu	11	965	776	987	Sūryasiddhānta
SA_GSP33_brssgo2u	86	967	781	1059	Brahmasūtra: Adhyāya 2
SA_MB_mahanayaprakasa2HK	17	967	848	1077	śitikaṇṭha: mahānayaprakāśa
SA_GK19_raggancu	2	968	962	973	Mahāgaṇapatistotra
SA_GK19_kulmukuu	1	968	968	968	Mukundamālā
SA_MB_trotalamahatantramHK	15	968	768	1126	Unknown: troṭalātantra
SA_GR14_ps27-43u	76	969	873	1076	Pauṣkara-Saṃhitā
SA_GSP29_nyabhu	32	970	945	1020	Nyāyabhūṣaṇa
SA_T04_bsa054_u	126	972	955	986	Bodhicaryāvatārapañjikā
SA_GSP28_dhebta_u	61	972	914	1010	Hetubinduṭīkāloka
SA_GR14_kumukumu	1	973	973	973	Mukundamālā
SA_GSP30_vasspacu	12	973	901	1112	Spandakārikā
SA_GK19_ksbhm10u	3	973	964	974	Bhāratamañjarī: 10. Gadāparvan
SA_MB_KulavrttiHK	155	974	793	1136	pūrṇānanda: kulavṛtti
SA_GSP30_sa_kSemarAja-bhairavAnukaraNastotra	1	974	974	974	Bhairavānukaraṇastotra
SA_T08_sghancsu	5	976	898	980	Śrighanācārasaṃgraha
SA_GK19_ksbhm12u	2	976	959	994	Bhāratamañjarī: 12. Strīparvan
SA_GSP31_ttssarvu	2	978	951	1004	Sarvopakāriṇī
SA_GK16_viprud_u	56	978	841	1121	Pratāparudrīya [Pratāparudrayaśobhūṣaṇa]
SA_GE07_bhg4c04u	17	978	872	1081	Bhagavadgītā 4
SA_MB_cinmantramaliniHK	2	979	941	1017	prakāśānanda: cinmantramālinī
SA_GK18_dhandasu	7	979	976	989	Daśarūpaka
SA_GSP31_kavsttvu	5	979	957	1073	Sāṃkhyatattvapradīpa
SA_GK19_ksbhm08u	5	980	963	990	Bhāratamañjarī: 8. Karṇaparvan
SA_GK22_ksdarppu	12	980	969	990	Darpadalana
SA_MB_yogatattvopanisatHK	6	980	822	1078	Unknown: yogatattvopaniṣat
SA_GSP33_brsvbh2u	42	981	895	1106	Brahmasūtra: Adhyāya 2
SA_MB_samnyaasaupanisadHK	57	983	595	1150	Unknown: saṃnyāsa upaniṣads
SA_GSP33_brsvbh1u	82	983	797	1111	Brahmasūtra: Adhyāya 1
SA_GK19_srngt_pu	10	985	932	1032	Srngaratilaka
SA_GK19_ksbhm13u	38	985	973	993	Bhāratamañjarī: 13. Śāntiparvan
SA_MB_natyasatrav3HK	66	985	829	1073	Unknown: nāṭyaśāstram Vol. 3
SA_MB_prodgitagamaHK	3	986	768	1156	Unknown: prodgītāgama
SA_GK19_kskala_u	11	986	980	1000	Kalāvilāsa
SA_GR13_kubjt_pu	62	987	805	1084	Kubjikāmatatantra
SA_GSP30_pratyabu	7	987	958	992	Pratyabhijñāhṛdaya
SA_T11_bsa0551u	3	987	918	1009	Apohasiddhi
SA_MB_LallesvarivakyaniHK	5	987	715	1081	lalleśvarī: lalleśvarīvākyāni
SA_GR13_sratrppu	7	988	961	991	Ratnatrayaparīkṣā
SA_GK19_ksbhm14u	5	988	974	996	Bhāratamañjarī: 14. Āśvamedhikaparvan
SA_MB_saradatilakaHK	319	988	859	1159	lakṣmaṇadeśikendra: śāradātilaka
SA_T01_n843u	2	989	978	1001	Gaṇḍīstava
SA_MB_laksmiitantraHK	96	989	892	1082	Unknown: lakṣmītantra
SA_GK19_ksbhm07u	17	990	984	1007	Bhāratamañjarī: 7. Droṇaparvan
SA_T02_n1402u	15	991	849	1040	Mahāmāyātantra
SA_MB_ascaryayogamalaHK	8	991	945	1090	nāgārjuna: āścaryayogamālā
SA_K10_kbavk93u	3	992	807	995	Sumāgadhāvadāna [Sumāgadhāvadānasūtra]
SA_MB_tejobinduupanisatHK	11	993	916	1111	Unknown: tejobindūpaniṣat
SA_T02_Ratnākaraśānti_Muktāvalī-Hevajratantra_Tripathi-Negi_2001	57	994	851	1100	
SA_MB_natyasatrav1HK	99	994	893	1113	Unknown: nāṭyaśāstram Vol. 1
SA_GK19_ksbhm06u	11	995	992	1010	Bhāratamañjarī: 6. Bhīṣmaparvan
SA_GK19_ksbhm19u	34	995	971	1012	Bhāratamañjarī: 19. Harivaṃśa
SA_GS40_rassanku	7	995	745	1251	Rasasaṃketakalikā [Rasasaṅketakalikā]
SA_MB_bhagavadgiitaa_ramakanthaHK	80	995	847	1110	Unknown: bhagavadgītā
SA_K10_kbavk10u	1	996	996	996	Garbhāvakrāntyavadāna
SA_GSP29_udnyku2u	11	996	989	1001	Nyāyakusumāñjali: Stavaka 2
SA_GSP33_yamis_pu	3	996	870	998	Īśvarasiddhi
SA_GK16_andhvy_u	26	996	966	1008	Dhvanyāloka [Sahṛdayāloka]
SA_GSP29_udnyku3u	12	997	982	1022	Nyāyakusumāñjali: Stavaka 3
SA_GK19_ksbhm18u	1	997	997	997	Bhāratamañjarī: 18. Svargaparvan
SA_GE07_bhg4c05u	13	997	970	1129	Bhagavadgītā 5
SA_GR14_utajp_pu	2	997	953	1041	Ajaḍapramātṛsiddhi
SA_GSP29_nystik_u	202	997	929	1065	Nyāyasūtra
SA_GK16_andhvc4u	15	998	985	1004	Dhvanyāloka [Sahṛdayāloka], Uddyota 4
SA_MB_yogasarasamgrahaHK	34	999	747	1158	Unknown: yogasārasaṃgraha
SA_MB_Pranatosini_1_SargaKandaHK	50	1000	852	1180	rāmatoṣaṇa compiler: prāṇatoṣiṇī sargakāṇḍa
SA_GSP29_vyomavati	24	1000	985	1009	Vyomavatī
SA_GE07_bhg4c09u	16	1000	943	1096	Bhagavadgītā 9
SA_GE07_bhg4c02u	34	1000	924	1083	Bhagavadgītā 2
SA_T11_jnaniva	126	1000	920	1047	Nibandhāvalī
SA_T09_bsu078_u	83	1000	988	1011	Bodhisattvāvadānakalpalatā
SA_GSP27_moksop_u	404	1000	876	1125	Mokṣopāya
SA_MB_jnanadiksaHK	2	1000	951	1050	Unknown: jñānadīkṣā
SA_GR14_sadhdipu	61	1001	840	1165	Sādhanādīpikā
SA_GSP29_muva	1	1001	1001	1001	Muktivāda
SA_GK16_ruyalssu	10	1001	878	1093	Alaṅkārasarvasva
SA_GK19_ksbhm11u	2	1001	996	1006	Bhāratamañjarī: 11. Sauptikaparvan
SA_MB_saivasiddhantaparibhasamanjariHK	24	1002	838	1156	vedajñāna: śaivasiddhāntaparibhāṣāmañjarī
SA_GE07_bhg4c16u	9	1004	897	1081	Bhagavadgītā 16
SA_GE07_bhg4c17u	9	1004	886	1146	Bhagavadgītā 17
SA_MB_kriyaasaaratattvaprakaasiniivyaakhyaaHK	114	1004	896	1083	Unknown: kriyāsāratattvaprakāśinīvyākhyā
SA_GK17_jvrtmspu	3	1005	1000	1025	Vṛttamālāstuti
SA_GK16_andhvc2u	59	1005	992	1028	Dhvanyāloka [Sahṛdayāloka], Uddyota 2
SA_T16_n1289u	32	1006	945	1051	Tarkabhāṣāṭīkā
SA_MB_kulalasastraHK	14	1006	816	1140	Unknown: kulālaśāstra
SA_MB_sarvollaasatantraHK	52	1006	885	1087	sarvānanda: sarvollasatantra
SA_GE07_bhg4c03u	19	1006	822	1052	Bhagavadgītā 3
SA_GK16_andhvc3u	104	1006	992	1018	Dhvanyāloka [Sahṛdayāloka], Uddyota 3
SA_GSP29_udnyku5u	14	1007	990	1017	Nyāyakusumāñjali: Stavaka 5
SA_MB_diiksottaraHK	37	1007	680	1112	Unknown: dīkṣottara
SA_GSP29_nvtp1_1u	97	1007	995	1024	Nyāyavārttikatātparyapariśuddhi: Adhyāya 1.1
SA_GSP29_udnyku1u	9	1007	1006	1016	Nyāyakusumāñjali: Stavaka 1
SA_GE07_bhg4c07u	14	1008	940	1063	Bhagavadgītā 7
SA_GE07_bhg4c06u	24	1008	902	1093	Bhagavadgītā 6
SA_T02_mrtvutsu	1	1009	1009	1009	Mṛtyuvañcanopadeśatārāsādhana
SA_T16_n2875u	2	1009	946	1072	Śvānastavakāvya
SA_MB_naadabinduupanisatHK	3	1009	917	1109	Unknown: nādabindūpaniṣat
SA_GK16_andhvc1u	74	1010	991	1035	Dhvanyāloka [Sahṛdayāloka], Uddyota 1
SA_T11_bsa0552u	5	1011	920	1028	Kṣaṇabhaṅgasiddhi
