work	source	n_chunks	ling_est	nb	na	post_median	crI_lo95	crI_hi95	title
SA_MB_nirvanayogottaraHK	inferred	2	411			551	-193	1242	Unknown: nirvāṇayogottara
SA_T10_n3009u	inferred	1	326			551	-257	1356	Vimalaratnalekha
SA_K12_maricdhu	anchor	1	517	400.0	699.0	552	381	722	Mārīcīnāmadhāraṇī
SA_T02_Vajragarbha_Ṣaṭsāhasrikā-Hevajratantra_Shendge_2004	inferred	34	519			552	44	1081	
SA_T02_Vajrapāṇi_Laghutantraṭīkā_Cicuzza_2001	inferred	16	509			553	23	1086	
SA_K12_mahpratu	anchor	12	574	400.0	693.0	553	381	715	Mahāpratisarāmahāvidyārājñī
SA_GSP28_mjnya02u	anchor	16	604	400.0	699.0	555	392	724	Jaiminīyanyāyamālāvistara: Adhyāya 2
SA_K10_nagsu_pu	inferred	4	467			555	-114	1185	Nagaropamasūtra
SA_T01_n893u	inferred	1	329			557	-267	1371	Caṇḍikādaṇḍakastotra
SA_GP12_narsippu	anchor	71	547	400.0	700.0	557	384	723	Narasiṃha-Purāṇa
SA_T04_bsa042_u	inferred	1	381			557	-230	1368	Gurukriyākrama
SA_GSP28_mjnya04u	anchor	15	583	400.0	699.0	558	384	730	Jaiminīyanyāyamālāvistara: Adhyāya 4
SA_GK19_bhakirpu	anchor	21	639	400.0	699.0	558	384	726	Kirātārjunīya
SA_MB_aryamanjusrimulakalpa3HK	inferred	47	507			558	24	1066	Unknown: āryamañjuśrīmūlakalpam Part 3
SA_K10_sf137_sc	inferred	1	347			560	-255	1361	
SA_T01_n850u	inferred	1	357			560	-255	1349	Mahācakravartināmāṣṭottaraśatastotra
SA_GP12_brndp1_u	anchor	77	347	300.0	1000.0	560	242	877	Brahmāṇḍa-Purāṇa 1
SA_MB_sukavakyaHK	inferred	3	458			560	-91	1218	Unknown: śukavākya
SA_K12_mspram_u	inferred	15	527			561	32	1111	Mahāsāhasrapramardanī
SA_GSP28_mjnya03u	anchor	36	652	400.0	699.0	562	388	732	Jaiminīyanyāyamālāvistara: Adhyāya 3
SA_T13_n2976u	inferred	1	391			562	-237	1365	Saṅgītamālikā
SA_MB_amsumatkaasyapaamgamaHK	inferred	83	524			564	51	1063	Unknown: aṃśumatkāśyapāgama
SA_T10_cansisy2	anchor	3	837	400.0	699.0	564	391	736	Śiṣyalekha (alternate)
SA_K12_madadh_u	anchor	2	664	300.0	800.0	566	292	845	Mahādaṇḍadhāraṇīśītavatī
SA_K10_sf277_sc	inferred	1	422			566	-206	1369	
SA_T01_n821u	inferred	1	387			567	-239	1369	Lokeśvarastotra
SA_GSP32_paddhs_u	anchor	8	810	400.0	699.0	567	397	736	Padārthadharmasaṃgraha
SA_K12_Āgama_Mañjuśrīnāmasaṃgīti_Vira-Chandra_1966	inferred	4	518			568	-56	1209	
SA_GR14_bhrgus_u	inferred	115	532			571	74	1066	Bhṛgu-Saṃhitā
SA_GSP28_mjnya01u	anchor	20	794	400.0	699.0	571	399	742	Jaiminīyanyāyamālāvistara: Adhyāya 1
SA_K12_Āgama_Mañjuśrīmūlakalpa_Shastri_1925	inferred	54	536			572	58	1080	
SA_GR14_ps27-43u	anchor	76	969	300.0	700.0	573	358	798	Pauṣkara-Saṃhitā
SA_T02_Raviśrījñāna_Guṇabharaṇī-Ṣaḍaṅgayoga_Sferra_2000	inferred	33	525			573	66	1081	
SA_GS24_vakyp_pu	anchor	22	576	500.0	650.0	576	487	661	Vākyapadīya 1.1–3.7
SA_GP12_vd3343pu	anchor	10	890	400.0	699.0	576	404	744	Viṣṇudharmottara-Purāṇa
SA_GS24_vakyp1pu	anchor	41	587	500.0	650.0	576	489	663	Vākyapadīya
SA_T01_n879u	inferred	1	436			577	-204	1375	Śākyasiṃhastotra: yaśodharākṛtam
SA_GSP31_tsc_vivu	inferred	3	511			579	-53	1250	Sāṃkhyasūtravivaraṇa
SA_MB_aryamanjusrimulakalpa2HK	inferred	75	553			583	81	1090	Unknown: āryamañjuśrīmūlakalpam Part 2
SA_K10_sf241_sc	inferred	2	474			583	-109	1282	
SA_GK22_bharst_u	anchor	13	1042	500.0	650.0	584	496	671	Śatakatraya: 1. Nītiśataka, 2. Śṛṅgāraśataka, 3. Vairāgyaśataka
SA_T01_n904u	inferred	1	422			585	-201	1397	Kalyāṇatriṃśatikāstotra
SA_K10_dvavims_tu	inferred	35	549			585	79	1110	Dvāviṃśatyavadānakathā
SA_K10_sf279_sc	inferred	1	417			586	-236	1356	
SA_MB_jnaanasankaliniitantramHK	inferred	3	509			588	-73	1261	Unknown: jñānasaṅkalinītantra
SA_GS41_aryabhcu	anchor	92	375	500.0	699.0	589	474	706	Āryabhaṭīya
SA_T02_Mañjuśrīyaśa_Laghukālacakratantra-Vimalaprabhā-Vol3_Dwivedi-Bahulkar_1994	inferred	35	556			590	64	1094	
SA_K12_bsu056_u	anchor	1	552	500.0	699.0	591	481	665	Adhyardhaśatikā prajñāpāramitā [Adhyardhaśatikāprajñāpāramitāsūtra]
SA_K12_adhsatpu	anchor	3	638	500.0	699.0	591	483	667	Adhyardhaśatikā Prajñāpāramitā [Adhyardhaśatikāprajñāpāramitāsūtra]
SA_K07_ppfrag_u	inferred	19	574			594	62	1122	Fragments of Prajnāpāramitā texts
SA_MB_pingalamataHK	inferred	78	571			596	81	1092	Unknown: piṅgalāmata
SA_K12_n220u	inferred	1	478			596	-199	1402	Nārāyaṇaparipṛcchā āryamahāmāyāvijayavāhinī nāma dhāraṇī
SA_MB_kamikapurvabhagaHK	inferred	110	575			598	97	1107	Unknown: kamikāgama pūrvabhāga
SA_MB_kalikapuranaHK	inferred	176	570			598	76	1088	Unknown: kālikāpurāṇam
SA_GSP33_gaukarpu	anchor	5	578	500.0	699.0	600	484	716	Āgamaśāstra [Gauḍapādakārikā, Gauḍapādīyakārikā]
SA_K12_mprsvdhu	anchor	3	669	550.0	650.0	600	542	659	Mahāpratisarāvidyādhāraṇī
SA_T01_n911u	anchor	1	460	400.0	799.0	600	368	827	Vasudhārānāmadhāraṇīstotra
SA_GS41_aryabh_u	anchor	3	649	500.0	699.0	600	489	715	Āryabhaṭīya
SA_T01_n861u	anchor	1	582	400.0	800.0	601	375	829	Pañcarakṣādevīstotrāṇi
SA_GK19_bhattiku	anchor	43	662	550.0	650.0	601	541	660	Rāvaṇavadha [Bhaṭṭikāvya]
SA_K01_vinsutru	anchor	65	607	500.0	699.0	601	488	714	Vinayasūtra
SA_GK19_dandkc_u	anchor	36	663	550.0	650.0	601	542	659	Daśakumāracarita
SA_MB_kaamikaagamauttarabhaagaHK	inferred	157	570			601	104	1115	Unknown: kamikāgama uttarabhāga
SA_T09_jatkstpu	anchor	1	515	500.0	699.0	602	483	713	Jātakastava
SA_K10_ayuhparu	inferred	4	543			602	-34	1204	Āyuḥparyantasūtra
SA_K12_n2920u	anchor	8	598	500.0	700.0	602	486	718	Amoghapāśakalparāja Part VI
SA_T04_bsa038_u	inferred	2	528			602	-131	1335	Sūtrārthasamuccayopadeśa
SA_K12X_bsu017_u	inferred	1	438			602	-190	1422	Hayagrīvavidyā
SA_T10_n2902u	inferred	1	472			603	-202	1404	Daṇḍikathā
SA_K10_anitysuu	inferred	1	476			604	-183	1410	Anityatāsūtra [Āryānityatāsūtra]
SA_GV05_gmandk_u	anchor	5	763	500.0	699.0	604	488	719	Māṇḍūkya-Upaniṣadkārikā [Gauḍapādakārikā, Māṇḍūkyakārikā, Āgamaśāstra]
SA_MB_hamsasaraHK	inferred	1	508			604	-175	1424	Unknown: haṃsasāra
SA_GK19_danddk1u	anchor	18	715	500.0	699.0	604	490	718	Daśakumāracarita: Ucchvāsas 3, 5 & 6
SA_K12_manivdhu	anchor	1	655	500.0	706.0	604	487	724	Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇī [Mahāmaṇivipulavimānaviśvasupratiṣṭhitaguhyaparamarahasyakalparājadhāraṇīsūtra]
SA_K12_bsu055_u	inferred	1	483			605	-218	1405	Kauśikaprajñāpāramitāsūtra
SA_T02_psarkdhu	inferred	1	495			605	-179	1393	Pratisarākalpadhāraṇī
SA_GK16_dkavy	anchor	8	766	500.0	699.0	605	489	721	Kāvyādarśa
SA_T11_dhkprviu	anchor	1	819	550.0	660.0	605	541	668	Pramāṇaviniścaya
SA_T11_dhknyayu	anchor	4	788	550.0	660.0	606	539	673	Nyāyabindu
SA_T11_bsa063_u	anchor	2	783	550.0	660.0	606	541	669	Sambandhaparīkṣā
SA_GSP29_snyayvpu	anchor	29	921	480.0	700.0	607	477	734	Nyāyāvatāra
SA_K14_visvantu	inferred	4	566			607	-8	1242	Viśvantarāvadāna
SA_T11_dhksparu	anchor	2	850	550.0	660.0	607	542	670	Sambandhaparīkṣā
SA_T11_samtasi	anchor	1	859	550.0	660.0	607	543	671	Saṃtānāntarasiddhi
SA_GV05_agsas_3u	anchor	6	869	500.0	700.0	608	491	725	Āgamaśāstra 3: Advaitaprakaraṇa
SA_GK19_suvasavu	anchor	13	828	500.0	699.0	608	492	720	Vāsavadattā
SA_T11_dhnyabpu	anchor	61	845	550.0	660.0	609	545	673	Nyāyabinduprakaraṇa
SA_T11_dhkprvku	anchor	23	696	600.0	660.0	609	544	657	Pramāṇavārttikakārikā
SA_T11_pramanvu	anchor	29	785	600.0	660.0	609	547	658	Pramāṇavārttika
SA_T04_n847u	anchor	1	347	570.0	650.0	609	560	659	Madhyamakaśāstrastuti
SA_T04_canprasu	anchor	103	571	570.0	650.0	609	560	659	Prasannapadā [Madhyamakaśāstravṛtti]
SA_T04_bsa053_u	anchor	9	503	570.0	650.0	609	559	659	Madhyamakāvatāra
SA_GV05_agsas_4u	anchor	9	897	500.0	699.0	610	490	723	Āgamaśāstra 4: Alātaśāntiprakaraṇa
SA_GS26_jaytuppu	anchor	21	896	500.0	699.0	610	496	728	Tattvopaplavasiṃha
SA_T04_n2980u	anchor	8	739	570.0	650.0	610	562	658	Madhyamakāvatārakārikā
SA_K01_n2896u	inferred	3	533			611	-63	1242	Śrīlokeśvarabhāṣitaparājikā
SA_K01_bsu058_u	anchor	31	917	500.0	699.0	612	497	723	Vinayasūtra [1: Pravrajyāvastu]
SA_GK20_mmatvipu	anchor	9	387	600.0	630.0	615	566	663	Mattavilāsaprahasana
SA_T02_Vajragarbha_Ṣaṭsāhasrikā-Hevajratantra-Ch10_Sferra_2009	inferred	3	582			615	-60	1284	
SA_GK23_kaulpradsam_u	inferred	11	596			618	60	1189	Pradeśasaṃgraha
SA_T02_Mañjuśrīyaśa_Laghukālacakratantra-Vimalaprabhā-Vol1_Upādhyāya_1986	inferred	57	590			619	96	1130	
SA_MB_merutantraHK	inferred	312	602			619	100	1118	Unknown: merutantra
SA_GP12_brndp2_u	anchor	117	544	300.0	1000.0	620	291	940	Brahmāṇḍa-Purāṇa 2
SA_K01_bsu011_u	inferred	1	535			620	-159	1422	Bodhisattvaprātimokṣasūtra
SA_K14_n2947u	inferred	3	579			620	-37	1287	Vajrasattvaniṣpādanasūtra [Vajrasattvasādhana]
SA_T02_Vanaratna_Rahasyadīpikā_Rinpoche-Dvivedi_1990	inferred	59	598			620	109	1125	
SA_MB_kincittantraHK	inferred	7	571			621	21	1177	Unknown: kiñcitatantra
SA_GS41_brhats_u	anchor	70	607	550.0	699.0	623	537	713	Bṛhatsaṃhitā
SA_T06_trimsikatika	anchor	9	625	500.0	730.0	623	520	752	Triṃśikāṭīkā
SA_GP12_skp	anchor	938	506	550.0	700.0	623	537	711	Skandapurāṇa
SA_T02_vadhdhdu	inferred	6	588			623	30	1219	Vasudhārādhāraṇī 1 [Vasudhārādhāraṇīsūtra]
SA_T01_n888u	inferred	1	533			624	-164	1401	Maṅgalaṣoḍaśastuti
SA_GS41_brhajj_u	anchor	2	526	550.0	699.0	624	535	715	Bṛhajjātaka
SA_GS41_yogay2_u	anchor	11	645	550.0	699.0	624	539	712	Yogayātrā
SA_GK20_hdratn_u	anchor	18	441	606.0	647.0	625	576	674	Ratnāvalīnāṭikā
SA_T11_bsa059_u	anchor	2	703	600.0	660.0	625	571	674	Santānāntarasiddhi
SA_GK20_hpriydpu	anchor	18	431	606.0	647.0	625	577	673	Priyadarśikā
SA_K12_bsu007_u	anchor	2	577	500.0	750.0	625	476	769	Śrīmahādevīvyākaraṇa [Śrīmahādevīvyākaraṇasūtra, Dvādaśadaṇḍakanāmāṣṭaśatavimalīkaraṇā]
SA_GK19_bahcar4u	anchor	7	567	606.0	647.0	626	576	674	Harṣacarita: Ucchvāsa 4
SA_K12_vjviddhu	inferred	1	552			626	-144	1435	Vajravidāraṇā-dhāraṇī
SA_GK19_bahcar7u	anchor	7	665	606.0	647.0	626	577	677	Harṣacarita: Ucchvāsa 7
SA_GS41_vivahapu	anchor	2	754	550.0	699.0	626	538	713	Vivāhapaṭala
SA_K12_Āgama_Vajrabhairavatantra_Wenta_2020	inferred	4	608			626	3	1271	
SA_GS41_yogay1_u	anchor	12	705	550.0	699.0	626	540	710	Yogayātrā
SA_GK19_bahcar	anchor	50	728	606.0	647.0	626	580	675	Harṣacarita
SA_GK19_bahcar5_pu	anchor	6	626	606.0	647.0	627	577	676	Harṣacarita: Ucchvāsa 5
SA_GK19_bahcar8u	anchor	8	663	606.0	647.0	627	579	677	Harṣacarita: Ucchvāsa 8
SA_GK19_bahcar6u	anchor	7	701	606.0	647.0	627	577	675	Harṣacarita: Ucchvāsa 6
SA_K10_sf68_sc	inferred	1	540			627	-160	1438	
SA_GK19_bahcar2u	anchor	8	646	606.0	647.0	627	579	676	Harṣacarita: Ucchvāsa 2
SA_MB_suksmagamaHK	inferred	67	610			628	122	1121	Unknown: sūkṣmāgama
SA_T01_n836u	inferred	2	578			628	-85	1340	Catuḥṣaṣṭisaṃvarastotra
SA_GK20_harnagau	anchor	4	883	606.0	648.0	628	578	677	Nāgānandanāṭaka
SA_T01_n881u	anchor	1	1114	606.0	647.0	628	579	677	Suprabhātastotra
SA_GK19_bahcar3u	anchor	8	759	606.0	647.0	628	579	677	Harṣacarita: Ucchvāsa 3
SA_GS41_tikaniku	anchor	3	939	550.0	699.0	628	541	714	Tikanikayātrā
SA_MB_suprabhedagamaHK	inferred	93	611			628	135	1129	Unknown: suprabhedāgama
SA_K10_bsu001_u	inferred	1	566			628	-172	1451	Āryānityatāsūtra [Anityatāsūtra]
SA_MB_kalottaragamaHK	inferred	77	619			629	131	1145	Unknown: kālottara
SA_GR13_sivup_pu	inferred	13	601			629	87	1170	Śiva-Upaniṣad
SA_T02_mpvv_u	inferred	1	475			629	-193	1406	Mahāpratisarāvidyāvidhi
SA_K12_mekhdh_u	inferred	1	509			629	-174	1416	Mekhalā-dhāraṇī
SA_T01_n889u	inferred	1	529			629	-154	1453	Mañjuvajrastotra
SA_T06_n1333u	inferred	1	549			629	-194	1417	Cittatattvasaṅgraha
SA_MB_advayataarakopanisatHK	inferred	1	538			630	-162	1440	Unknown: advayatārakopaniṣat
SA_MB_siddhilaksmiyutaksaramalamamtraHK	inferred	5	585			630	-16	1237	Unknown: siddhilakṣmīkyutākṣaramālāmantra
SA_MB_siddhilaksmiidevyarcanaHK	inferred	5	590			630	12	1249	Unknown: siddhilakṣmīdevyārcana
SA_T11_bsa064_u	anchor	15	681	600.0	660.0	630	581	680	Vādanyāya
SA_K10_bsu037_u	inferred	7	603			630	51	1216	Sarvatathāgatādhiṣṭhānavyūhasūtra
SA_T11_bsa071_u	anchor	7	687	600.0	660.0	631	583	678	Hetubindu
SA_T11_dhkhetuu	anchor	10	820	600.0	660.0	631	583	679	Hetubindu
SA_GK19_bankad1u	anchor	17	697	600.0	660.0	631	583	677	Kādambarī
SA_T11_dhkvadnu	anchor	17	812	600.0	660.0	631	583	680	Vādanyāya
SA_K10_n526u	inferred	7	601			632	35	1225	Sarvatathāgatādhiṣṭhānavyūhasūtra
SA_GS41_brsphutu	anchor	5	529	598.0	668.0	632	582	682	Brāhmasphuṭasiddhānta
SA_K14_ratnml_u	inferred	178	615			633	152	1143	Ratnamālāvadāna
SA_T01_n908u	inferred	1	576			633	-162	1441	Vajrayoginīpraṇāmaikaviśikā
SA_K12_n2949u	inferred	79	613			634	131	1132	Dhāraṇīsaṃgraha
SA_K10_bsu008_u	inferred	2	608			634	-87	1338	Āryabuddhabalādhānaprātihāryavikurvāṇanirdeśanāma Mahāyānasūtra
SA_T02_Kuladatta_Kriyāsaṃgrahapañjikā-partial_Tanemura_2020	inferred	1	581			635	-173	1435	
SA_GV06_dantyovu	inferred	1	549			639	-161	1458	Dantyoṣṭhyavidhi
SA_K12_Āgama_Siddhayogeśvarīmatatantra_Torzok_1999	inferred	10	621			641	82	1218	
SA_T02_Puṇḍarīka_Vimalaprabhā-Laghukālachakratantra_Upadhyaya_1986	inferred	59	626			642	124	1152	
SA_T01_n810u	inferred	1	591			643	-122	1445	Maṅgalāṣṭaka
SA_MB_uddharakosaHK	inferred	16	630			644	92	1167	Unknown: uddhārakośa
SA_T02_n2877u	inferred	8	619			644	41	1214	Bauddha pāribhāṣikāḥ śabdāḥ
SA_K12_vajvidhu	anchor	1	349	500.0	799.0	644	472	813	Vajravidāraṇī-dhāraṇī
SA_T02_Vajragarbha_Ṣaṭsāhasrikā-Hevajratantra-Ch1_Sferra_2009	inferred	2	618			645	-58	1367	
SA_T02_vadhdhju	inferred	2	622			645	-57	1368	Vasudhārādhāraṇī 3 [Vasudhārādhāraṇīsūtra]
SA_MB_guhyasamaajatantraHK	inferred	35	634			645	115	1157	Unknown: guhyasamājatantra
SA_T02_vamvuppu	inferred	8	624			648	68	1210	Mṛtyuvañcanopadeśa
SA_K01_vinv13_u	inferred	3	626			648	-4	1319	Pārivāsikavastu
SA_K12_sdurst_u	anchor	26	583	600.0	700.0	648	591	709	Sarvadurgatipariśodhana Tantra
SA_T01_n826u	inferred	1	638			649	-116	1469	Rūpastava
SA_MB_mahaavaakyopanisatCSX	inferred	2	616			649	-71	1328	Unknown: mahāvākyopaniṣat
SA_T11_dhkpvsvu	anchor	66	793	550.0	660.0	649	592	701	Pramāṇavārttikavṛtti [Pramāṇavārttikasvavṛtti]
SA_GS24_jvkasipu	anchor	596	533	600.0	700.0	649	594	706	Kāśikāvṛtti
SA_GSP28_ktv_2-1u	anchor	7	773	600.0	699.0	650	593	710	Tantravārttika 2.1.1–4
SA_T01_n809u	inferred	1	631			650	-117	1449	Tārāstuti [Āryatārāstuti]
SA_K12_Āgama_Mañjuśrīnāmasaṃgīti_Davidson_1981	inferred	7	633			650	83	1218	
SA_MB_kaamaratnatantraHK	inferred	36	646			651	151	1192	Unknown: kāmaratnatantra
SA_K12_Āgama_Tantrasadbhāva_Bang_2018	inferred	20	647			651	134	1186	
SA_T02_n2946u	inferred	34	645			651	145	1183	Paribhāṣāvṛtti
SA_GP12_vamp__u	anchor	94	548	450.0	900.0	652	413	898	Vāmana-Purāṇa
SA_T01_n905u	inferred	1	599			652	-163	1453	Vajradevīstotra
SA_T10_cansisyu	anchor	3	1024	600.0	699.0	652	594	709	Śiṣyalekha
SA_T02_vadhdhgu	inferred	1	627			652	-153	1492	Vasudhārādhāraṇī 2 [Sucandragṛhapatiparipṛcchā/Sucandrāvadāna]
SA_T02_nitkarpu	inferred	3	628			652	-15	1297	Nityakarmapūjāvidhi
SA_MB_yoginiitantramHK	inferred	82	639			652	155	1161	Unknown: yoginiitantra
SA_GP12_vampsm_u	anchor	25	525	450.0	900.0	654	419	885	Vāmana-Purāṇa
SA_GV05_agsas_2u	anchor	4	708	500.0	799.0	654	478	825	Āgamaśāstra 2: Vaitathyaprakaraṇa
SA_K10_n269u	inferred	1	591			654	-121	1477	Āryatriratnānusmṛtisūtra
SA_K10_bsu026_u	inferred	1	639			655	-140	1477	Pratītyasamutpādamahāyānasūtra
SA_T02_n1401u	inferred	1	598			656	-135	1483	Mahāmāyāsādhanopāyikā
SA_MB_satcakranirnayaHK	inferred	3	621			657	-8	1314	Unknown: ṣaṭcakranirṇaya
SA_MB_KaularahasyaHK	inferred	54	653			658	130	1166	Unknown: kaularahasya
SA_MB_kaalaanalatantraHK	inferred	23	651			658	128	1194	Unknown: kālānalatantra
SA_K12_Āgama_Mañjuśrīnāmasaṃgīti_Minaev_1887	inferred	5	634			659	34	1283	
SA_GP12_lip_1_pu	anchor	138	551	400.0	1000.0	659	370	948	Liṅga-Purāṇa 1
SA_T02_n2908u	inferred	4	634			659	-2	1288	Balimālikā
SA_MB_prayascittasamuccayaHK	inferred	31	638			660	156	1175	Unknown: prāyaścittasamuccaya
SA_GP12_brndp3_u	anchor	86	665	300.0	1000.0	660	329	988	Brahmāṇḍa-Purāṇa 3
SA_K14_n191u	inferred	6	629			660	71	1239	Kaṭhināvadāna
SA_T02_Mañjuśrīyaśa_Laghukālacakratantra-Vimalaprabhā-Vol2_Dwivedi-Bahulkar_1994	inferred	72	661			661	153	1183	
SA_GSP28_tantrava	anchor	105	822	620.0	700.0	661	612	711	Mīmāṃsāsūtra Tantravarttika
SA_GK16_bhakavpu	anchor	12	828	500.0	799.0	663	493	828	Kāvyālaṃkāra
SA_MB_T0274makutagamaHK	inferred	43	653			665	164	1173	Unknown: mukuṭāgama
SA_T01_n837u	inferred	2	639			665	-62	1358	Pīṭhastava
SA_T01_n885u	inferred	1	654			667	-125	1523	Kamalākarasarvatathāgatastotra
SA_MB_m.rtyunjayakalpaHK	inferred	25	662			668	140	1197	Unknown: mṛtyuñjayakalpa
SA_GR13_kirtm_pu	anchor	4	1030	500.0	799.0	669	499	835	Kiraṇatantra
SA_T01_n870u	inferred	1	614			669	-145	1453	Buddhastotra
SA_K10_n552u	inferred	2	662			670	-28	1406	Āryābuddhabalādhānaprātihāryavikurvaṇanirdeśanāma mahāyānasūtra
SA_K12_tarb108u	inferred	1	647			670	-158	1517	Tārābhaṭṭārikānāmāṣṭottaraśatakastotra
SA_MB_paraatantraHK	inferred	12	674			670	108	1242	Unknown: paraatantra
SA_GR14_satvtanu	anchor	13	758	400.0	899.0	671	403	942	Sātvatatantra
SA_T01_n895u	inferred	1	670			672	-115	1485	Mahogratārāstuti
SA_MB_kubjikaatantramHK	inferred	17	673			673	150	1201	Unknown: kubjikātantra
SA_T01_n813u	inferred	1	634			673	-112	1440	Avalokiteśvarahayagrīvadhāraṇī
SA_K12_n2922u	anchor	6	641	550.0	800.0	674	533	812	Amoghapāśakalparāja Part VII
SA_MB_makutaagamaHK	inferred	42	663			675	161	1175	Unknown: makuṭāgama
SA_K10_kathinau	inferred	6	682			677	76	1278	Kaṭhināvadāna
SA_T14_n1279u	inferred	4	671			677	41	1306	Ātreyatilaka
SA_MB_dattatreyabodhaHK	inferred	3	669			679	30	1337	Unknown: dattātreyabodha
SA_K10_ahovcs_u	inferred	8	683			680	101	1255	Ahorātravratacaityasevānuśaṃsāvadāna
SA_T15_n1144u	inferred	3	674			681	20	1328	Nītiśāstra
SA_MB_saktisa.mgamatantra_kalikhandaHK	inferred	37	685			682	156	1197	Unknown: śaktisaṃgamatantra kālīkhanda
SA_GS41_surysidu	anchor	11	965	300.0	900.0	683	395	986	Sūryasiddhānta
SA_T01_n853u	inferred	1	691			684	-98	1524	Mañjuśrīnāmāṣṭottaraśatakastotra [Āryamañjuśrīnāmāṣṭottaraśatakastotra]
SA_GK16_kavsuvr	anchor	46	1058	500.0	799.0	685	521	849	Kāvyālaṃkāra-sūtra-vṛtti
SA_GR13_kirtc_pu	anchor	27	1119	500.0	799.0	685	520	850	Kiraṇatantra
SA_MB_vatulottaraHK	inferred	41	682			685	158	1213	Unknown: vatullotarāgama
SA_GK16_dkavy12u	anchor	10	911	650.0	720.0	685	637	735	Kāvyādarśa
SA_T01_n835u	inferred	1	681			686	-124	1470	Cakrasaṃvarastuti
SA_MB_kaamadhenutantraHK	inferred	14	695			686	127	1223	Unknown: kāmadhenutantra
SA_T02_Abhayākaragupta_Kālacakrāvatāra_Mishra_2016	inferred	3	687			686	24	1348	
SA_K12_n2990u	anchor	2	511	500.0	900.0	687	473	914	Āryaśrīgrahamātṛkā nāma dhāraṇī
SA_T01_n822u	inferred	1	653			688	-134	1480	Narakoddhārastotra
SA_GP12_lip_2__u	anchor	48	648	400.0	1000.0	688	403	1001	Liṅga-Purāṇa 2,1–55
SA_GSP31_yuktdipu	anchor	74	470	600.0	800.0	688	573	804	Yuktidīpikā
SA_MB_ugracandapujapaddhatiHK	inferred	5	696			688	79	1285	Unknown: ugracaṇḍapūjāpaddhati
SA_T01_n882u	inferred	1	701			690	-88	1523	Saptabuddhastotra
SA_GSP33_mndvivpu	anchor	3	821	660.0	720.0	690	641	739	Vibhramaviveka
SA_GSP33_mbrahsiu	anchor	61	810	660.0	720.0	691	640	739	Brahmasiddhi
SA_T11_bsa061_u	anchor	10	652	600.0	760.0	691	621	777	Santānāntarasiddhiṭīkā
SA_GSP33_brasi	anchor	42	810	660.0	720.0	691	641	741	Brahmasiddhi
SA_MB_brhannilatantram-HK	inferred	56	706			691	192	1214	Unknown: bṛhannīlatantra
SA_T02_Abhayākaragupta_Kālacakrāvatāra_Unknown_Unknown	inferred	3	713			691	38	1358	
SA_MB_yogapiithakramodayaHK	inferred	14	684			692	132	1222	Unknown: yogapīṭhakramodaya
SA_K12_grahmdhu	anchor	2	608	500.0	900.0	694	472	913	Grahamātṛkānāmadhāraṇī
SA_K12_sarvttsu	anchor	71	605	650.0	750.0	694	637	730	Sarvatathāgatatattvasaṅgraha [Sarvatathāgatatattvasaṃgraha]
SA_MB_pratisthalaksanasarasamuccayaHK	inferred	71	697			694	195	1206	Unknown: pratiṣṭhālakṣaṇasārasamuccaya
SA_GSP32_vaissutika	anchor	10	548	600.0	799.0	694	576	813	Vaiśeṣikasūtraṭīkā
SA_MB_haharavatantraHK	inferred	82	710			695	205	1221	Unknown: hāhārāvatantra
SA_K12_manjnspu	anchor	3	463	600.0	799.0	695	578	813	Mañjuśrīnāmasaṃgīti
SA_T02_Anonymous_Kālacakrapūjāvidhi_RBTRD_2014	inferred	10	702			695	160	1255	
SA_K12_bsu004_u	anchor	5	564	600.0	800.0	696	581	817	Sitātapatrā
SA_GR13_vinst_pu	anchor	8	629	600.0	799.0	697	581	808	Vīṇāśikhatantra
SA_K12_manjn1pu	anchor	5	605	600.0	799.0	697	584	809	Mañjuśrīnāmasaṃgīti
SA_MB_agnikaaryapaddhatiHK.	inferred	32	702			697	191	1219	Unknown: agnikāryapaddhati
SA_T02_n1424u	inferred	9	698			697	146	1255	Śrīguhyasamājamaṇḍalavidhi
SA_T13_bghsic_u	inferred	14	695			698	129	1246	Siddhārthacaritrakāvya
SA_MB_siddhilak.smii-aramikaHK	inferred	13	699			698	146	1233	Unknown: siddhilakṣmī ārāmika
SA_T01_n910u	inferred	1	714			698	-125	1488	Vajrayoginyāḥ stutipraṇidhānam
SA_T01_n862u	inferred	1	712			699	-100	1497	Pratisarāstotra
SA_GK19_bahcar1u	inferred	8	699			699	99	1278	
SA_GS41_bijaganu	anchor	4	703	600.0	799.0	699	580	810	Bījagaṇita
SA_MB_candrajnanagamaHK	inferred	24	700			699	152	1217	Unknown: candrajñānāgama
SA_GK20_bhveni_u	anchor	33	648	650.0	750.0	699	639	759	Veṇīsaṃhāra
SA_GK19_maghspvu	anchor	33	751	650.0	750.0	700	641	758	Śiśupālavadha
SA_MB_mahaaguhyakaaliividhaanamHK	inferred	5	707			700	96	1302	Unknown: mahāguhyakālīvidhānam
SA_MB_tattvatrayanirnayaHK	anchor	3	1059	675.0	725.0	700	653	750	sadyojyoti: āṣṭaprakaraṇa tattvatrayanirṇaya
SA_GSP31_sparibhu	inferred	6	702			701	94	1304	Sāṃkhyaparibhāṣā
